,id,Name,Full_Address,Street_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Lat,Lng,Virtual_Tour,Claimed,Category,Rating,Reviews,Amenities,Photos,Main_Image_URL,Sub_Title,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,URL,unique ID
bs2,95,Lona Grill House & Juice Bar,"281 Gloucester Rd, Bristol BS7 8NY",,281 Gloucester Rd,Bristol,BS7 8NY,FCH6+V9 Bristol,lonagrillhouse.com,0117 942 6100,,51.4796519,-2.5890212,Yes,Yes,Lebanese restaurant,4.4,"1,283 reviews",,708+ Photos,https://lh5.googleusercontent.com/p/AF1QipOvpUIfjX1XKwTSyXS9S7piBclGK_Bd2fqDyjOf=w408-h200-k-no-pi-2.9338646-ya79.5-ro0-fo100,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,12–11pm,"https://www.google.com/maps/place/Lona+Grill+House+%26+Juice+Bar/@51.4796519,-2.5977759,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e04506b3d3b:0xc31cd7f3c297c79a!8m2!3d51.4796519!4d-2.5890212?hl=en",Lona Grill House & Juice Bar51.4796519-2.5890212
bs2,92,Debenhams Cafe & Restaurant,"42 The Horsefair, Bristol BS1 3LU",,42 The Horsefair,Bristol,BS1 3LU,FC55+MW Bristol,debenhams.com,0117 945 3618,,51.4591421,-2.5901749,No,No,Restaurant,4.1,214 reviews,,5 Photos,https://lh5.googleusercontent.com/p/AF1QipOdVoky86-9pycZnFIcy9KQLhIpuiI2ouvPrhcr=w408-h229-k-no,,9am–6pm,9am–7pm,9am–7pm,9am–8pm,9am–7pm,8:30am–5pm,Closed,"https://www.google.com/maps/place/Debenhams+Cafe+%26+Restaurant/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e7138fcc125:0x54c7337d4dc8dd35!8m2!3d51.4591421!4d-2.5901749?hl=en",Debenhams Cafe & Restaurant51.4591421-2.5901749
bs2,91,Catch22 Restaurant,"38 College Green, Bristol BS1 5SP",,38 College Green,Bristol,BS1 5SP,FC22+X7 Bristol,catch22.restaurant,0117 925 8612,info@catch22.restaurant,51.4524623,-2.5993562,No,Yes,Fish & chips shop,4.4,508 reviews,,425+ Photos,https://lh5.googleusercontent.com/p/AF1QipPB058H3aXiBYVuTkQul_fMN4_8iFG7xsWFh8HM=w408-h306-k-no,,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,12–10:30pm,"https://www.google.com/maps/place/Catch22+Restaurant/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dd70350a28b:0xda27e992e36f7886!8m2!3d51.4524623!4d-2.5993562?hl=en",Catch22 Restaurant51.4524623-2.5993562
bs2,90,The Love Inn & Pop up Kitchens,"84 Stokes Croft, Bristol BS1 3QY",,84 Stokes Croft,Bristol,BS1 3QY,FC76+74 Bristol,theloveinn.com,0117 923 2565,,51.463131,-2.589714,Yes,Yes,Bar & grill,4.1,190 reviews,,76+ Photos,https://lh5.googleusercontent.com/p/AF1QipPdwW7D7Xga-nBmlVkIDZyCZoDw-bXZhJedv-tf=w408-h272-k-no,,Closed,4pm–12am,4pm–2am,4pm–3am,12pm–4am,1pm–12am,Open 24 hours,"https://www.google.com/maps/place/The+Love+Inn+%26+Pop+up+Kitchens/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e737a22fa53:0xb4c099f08db106a8!8m2!3d51.463131!4d-2.589714?hl=en",The Love Inn & Pop up Kitchens51.463131-2.589714
bs2,88,4500 Miles From Delhi,"8 Colston Ave, Bristol BS1 4ST",,8 Colston Ave,Bristol,BS1 4ST,FC33+H9 Bristol,4500miles.co.uk,0117 929 2224,"bristol@4500miles.co.uk,oxford@4500miles.co.uk",51.4539838,-2.5965547,No,Yes,Indian restaurant,4.1,365 reviews,,108+ Photos,https://lh5.googleusercontent.com/p/AF1QipMETgsT50JLyeQC4vKDr7bAFsG1dcyb6zs3Ey7t=w408-h306-k-no,,"12–2:30pm, 5:30–11pm","12–2:30pm, 5:30–11pm","12–2:30pm, 5:30–11pm","12–2:30pm, 5:30–11pm","12–2:30pm, 5–11:30pm","12–2:30pm, 5–11:30pm","12–2:30pm, 5–10:30pm","https://www.google.com/maps/place/4500+Miles+From+Delhi/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x487604cfba8a981d:0x853539e0fc4b3b52!8m2!3d51.4539838!4d-2.5965547?hl=en",4500 Miles From Delhi51.4539838-2.5965547
bs2,87,McDonald's,"101 The Horsefair, Bristol BS1 3JR",,101 The Horsefair,Bristol,BS1 3JR,FC57+H4 Bristol,mcdonalds.co.uk,0117 929 0030,,51.4589998,-2.587195,No,Yes,Fast food restaurant,3.6,"1,045 reviews",,122+ Photos,https://lh5.googleusercontent.com/p/AF1QipMnNKELReOqTeqJrD-GLChR6jPHHTG_GHRyi9Mx=w408-h839-k-no,,5am–11pm,5am–11pm,5am–11pm,5am–11pm,5am–11pm,5am–11pm,5am–11pm,"https://www.google.com/maps/place/McDonald's/@51.4561479,-2.5811698,15z/data=!3m1!5s0x48718e71a9a2270b:0xd1063be34c8cbd0b!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e710b3a01c5:0x867e455a8da93789!8m2!3d51.4589998!4d-2.587195?hl=en",McDonald's51.4589998-2.587195
bs2,86,All in One,"46 Park St, Bristol BS1 5JG",,46 Park St,Bristol,BS1 5JG,F93X+Q2 Bristol,allinonebristol.co.uk,0117 926 5622,,51.454393,-2.602419,Yes,Yes,Greek restaurant,4.2,192 reviews,,55+ Photos,https://lh5.googleusercontent.com/p/AF1QipMtPN2kfTUuXWoEM8JlhZWTOBBsbDljI8-kg9Oo=w408-h200-k-no-pi-2.9338646-ya92-ro-0-fo100,,11:30am–1am,11:30am–1am,11:30am–1am,11:30am–1am,11:30am–2am,11:30am–2am,11:30am–12am,"https://www.google.com/maps/place/All+in+One/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dd0a93b068f:0xf01b29b5e36ce8b6!8m2!3d51.454393!4d-2.602419?hl=en",All in One51.454393-2.602419
bs2,85,Namaste Nepal Restaurant,"2, 2 Frogmore St, Bristol BS1 5NA",2,2 Frogmore St,Bristol,BS1 5NA,F93X+PR Bristol,n-nepal.co.uk,0117 930 0779,info@n-nepal.co.uk,51.454293,-2.6004421,No,Yes,Nepalese restaurant,4.1,51 reviews,,29 Photos,https://lh5.googleusercontent.com/p/AF1QipOJNVBkOvmgKPKR01_75RfcrXQ65OZQjXuSswco=w408-h306-k-no,,6–11pm,6–11pm,6–11pm,6–11pm,6–11pm,6–11pm,6–10:30pm,"https://www.google.com/maps/place/Namaste+Nepal+Restaurant/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dd75b150e21:0x5a2faccc3cda8363!8m2!3d51.454293!4d-2.6004421?hl=en",Namaste Nepal Restaurant51.454293-2.6004421
bs2,84,Wok to Walk,"39 Park St, Bristol BS1 5NH",,39 Park St,Bristol,BS1 5NH,F93X+J2 Bristol,woktowalk.com,0117 922 1567,,51.454048,-2.6023858,No,Yes,Asian restaurant,4.2,354 reviews,,54+ Photos,https://lh5.googleusercontent.com/p/AF1QipN-D0bXqOoSAoMuDD1KWnA7qGGD5sE3ar2DwkWw=w408-h725-k-no,,11am–12:30am,11am–12:30am,11am–12:30am,11am–12:30am,11am–2am,11am–2am,11am–12:30am,"https://www.google.com/maps/place/Wok+to+Walk/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dd0b1e2bca7:0x8d271779f5ee5b16!8m2!3d51.454048!4d-2.6023858?hl=en",Wok to Walk51.454048-2.6023858
bs2,83,Wilson's Restaurant,"24 Chandos Rd, Bristol BS6 6PF",,24 Chandos Rd,Bristol,BS6 6PF,F99V+5V Bristol,wilsonsrestaurant.co.uk,0117 973 4157,,51.4679484,-2.6052588,No,No,Restaurant,4.7,129 reviews,,98+ Photos,https://lh5.googleusercontent.com/p/AF1QipOxJyWIktgEEYNEmriN93MZBkD6YpP4w5hM3YlG=w408-h306-k-no,,Closed,6–10pm,"12–3pm, 6–10pm","12–3pm, 6–10pm","12–3pm, 6–10pm","12–3pm, 6–10pm",Closed,"https://www.google.com/maps/place/Wilson's+Restaurant/@51.4679484,-2.6140135,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718de6e2feabb9:0xdeb1db3472a6e81b!8m2!3d51.4679484!4d-2.6052588?hl=en",Wilson's Restaurant51.4679484-2.6052588
bs2,81,The White Bear,"133 St Michael's Hill, Bristol BS2 8BS",,133 St Michael's Hill,Bristol,BS2 8BS,F96X+59 Bristol,whitebear-bristol.co.uk,0117 904 9054,india@whitebear-bristol.co.uk,51.4604591,-2.6015956,No,Yes,Pub,4.1,194 reviews,,22 Photos,https://lh5.googleusercontent.com/p/AF1QipMDxNDhhTUNmiessXDSsosJwl86VjvVxbJNqZ1O=w408-h725-k-no,,12pm–12am,12pm–12am,12pm–12am,12pm–12am,12pm–12am,12pm–12am,3–11pm,"https://www.google.com/maps/place/The+White+Bear/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718ddeb0637a2b:0x87b5fac830707767!8m2!3d51.4604591!4d-2.6015956?hl=en",The White Bear51.4604591-2.6015956
bs2,80,Mission Burrito,"62 Park St, Bristol BS1 5JN",,62 Park St,Bristol,BS1 5JN,F93W+WR Bristol,missionburrito.co.uk,0117 927 3339,info@missionburrito.co.uk,51.4547779,-2.6029009,No,Yes,Mexican restaurant,4.3,586 reviews,,58+ Photos,https://lh5.googleusercontent.com/p/AF1QipNcguK7fcsADGabnV1Sv3YGnI-nsP8jB9ohDLgm=w408-h544-k-no,,10am–10pm,10am–10pm,10am–10pm,10am–11pm,10am–11pm,10am–11pm,10am–10pm,"https://www.google.com/maps/place/Mission+Burrito/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dda07c15697:0x6e783468e92a4bde!8m2!3d51.4547779!4d-2.6029009?hl=en",Mission Burrito51.4547779-2.6029009
bs2,79,Bella Italia,Bristol BS1 3BX,,Bristol BS1 3BX,Bristol,BS1 3BX,FC58+74 Bristol,bellaitalia.co.uk,0117 927 7230,,51.4581736,-2.5846484,Yes,Yes,Restaurant,3.7,324 reviews,,85+ Photos,https://lh5.googleusercontent.com/p/AF1QipNH2FCNHRgAmPl6fnjIDqeKpAnxM320nh5CvGMu=w408-h306-k-no,,9am–10:30pm,9am–10:30pm,9am–10:30pm,9am–10:30pm,9am–10:30pm,9am–11pm,9am–10:30pm,"https://www.google.com/maps/place/Bella+Italia/@51.4561479,-2.5811698,15z/data=!3m1!5s0x48718e71ac053cf5:0xd1063be3f804a50b!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e7d001d4c59:0xd321825f3cc18fbe!8m2!3d51.4581736!4d-2.5846484?hl=en",Bella Italia51.4581736-2.5846484
bs2,77,KFC,"AvonMeads Shopping Park, St Philips Causeway, Bristol BS2 0SP",AvonMeads Shopping Park,St Philips Causeway,Bristol,BS2 0SP,CCWQ+V8 Bristol,kfc.co.uk,0117 971 6412,eece04bb3a8d4a55b9be7bba169a30d4@sentry.io,51.4471422,-2.5616729,No,Yes,Fast food restaurant,3.1,428 reviews,,43 Photos,https://lh5.googleusercontent.com/p/AF1QipO5QtzfuCmGn6sV4BI7EF8pxmxEhLyej8pE9c58=w408-h250-k-no,,11am–10pm,11am–10pm,11am–10pm,11am–10pm,11am–11pm,11am–11pm,11am–10pm,"https://www.google.com/maps/place/KFC/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e5c1d2510af:0x590907e510eb86e3!8m2!3d51.4471422!4d-2.5616729?hl=en",KFC51.4471422-2.5616729
bs2,76,Frankie & Benny's,"Unit SU 83B, Bristol BS1 3BX",,Unit SU 83B,Bristol,BS1 3BX,FC58+52 Bristol,frankieandbennys.com,0117 954 9800,,51.457971,-2.584938,No,Yes,Italian restaurant,3.6,422 reviews,,78+ Photos,//lh3.googleusercontent.com/proxy/p0V8sVBQRwkU7ktwc1wEpFwOBBFvv5iaQDHRma-Lrqdm6uZUzXEsjqM3TsUNHMnUK6PYTeNwF7n4Bzn9GJXYD1TtIaICTubNgcMUYxXKMyCtvHXMtauvyXUooob_vfeqFp22ARDzmqAFQTrU9VP3lcO0HtNmnA=w408-h272-k-no,,9am–10pm,9am–10pm,9am–10pm,9am–10pm,9am–11pm,8am–11pm,9am–10pm,"https://www.google.com/maps/place/Frankie+%26+Benny's/@51.4561479,-2.5811698,15z/data=!3m1!5s0x48718e71ac053cf5:0xd1063be3f804a50b!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e716ce4288b:0xa50f92b205ff85f8!8m2!3d51.457971!4d-2.584938?hl=en",Frankie & Benny's51.457971-2.584938
bs2,75,Transylvania Restaurant,"44 Park St, Bristol BS1 5JG",,44 Park St,Bristol,BS1 5JG,F93X+Q3 Bristol,transylvaniarestaurantbristol.co.uk,07427 597647,eat@transylvaniarestaurantbristol.co.uk,51.4543908,-2.6023648,No,Yes,Romanian restaurant,4.6,130 reviews,,64+ Photos,https://lh5.googleusercontent.com/p/AF1QipNmTQvIfSvTMs0GOWYoBYa3_A4CuwaN_FK4Wjpk=w408-h255-k-no,,5pm–12am,5pm–12am,5pm–12am,5pm–12am,5pm–12am,5pm–12am,12pm–12am,"https://www.google.com/maps/place/Transylvania+Restaurant/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dd0a94c4abd:0xef5716f147f2f808!8m2!3d51.4543908!4d-2.6023648?hl=en",Transylvania Restaurant51.4543908-2.6023648
bs2,74,The Thali Restaurant Easton,"64-66 St Mark's Rd, Bristol BS5 6JH",,64-66 St Mark's Rd,Bristol,BS5 6JH,FC8P+X6 Bristol,thethalirestaurant.co.uk,0117 951 4979,"office@thethalirestaurant.co.uk,amy@thethalirestaurant.co.uk,press@thethalirestaurant.co.uk",51.4674794,-2.5644414,No,Yes,Indian restaurant,4.4,313 reviews,,83+ Photos,https://lh5.googleusercontent.com/p/AF1QipNu7DNtRTQdRdhPVnn1PA42-HfVSdnNOZK8iqdA=w408-h306-k-no,,9am–10pm,9am–10pm,9am–10pm,9am–10pm,9am–10pm,9am–10pm,10am–9pm,"https://www.google.com/maps/place/The+Thali+Restaurant+Easton/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e38ea4419fd:0xd26a6a3138136cf9!8m2!3d51.4674794!4d-2.5644414?hl=en",The Thali Restaurant Easton51.4674794-2.5644414
bs2,73,Tiffins,"151 St Michael's Hill, Bristol BS2 8DB",,151 St Michael's Hill,Bristol,BS2 8DB,F96X+C3 Bristol,tiffins-bristol.com,0117 973 4834,info@tiffins-bristol.com,51.4610437,-2.6022667,No,No,Indian takeaway,4.6,35 reviews,,2 Photos,https://lh5.googleusercontent.com/p/AF1QipN_9rBQvrdit3GguJ1jDxr5p-JyOu9DHfZ5dbze=w408-h544-k-no,,Closed,Closed,5–9pm,5–9pm,5–9pm,5–9pm,Closed,"https://www.google.com/maps/place/Tiffins/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718ddea17f1bff:0x6201c2df4aeaa3f4!8m2!3d51.4610437!4d-2.6022667?hl=en",Tiffins51.4610437-2.6022667
bs2,71,San Carlo,"44 Corn St, Bristol BS1 1HQ",,44 Corn St,Bristol,BS1 1HQ,FC34+Q9 Bristol,sancarlo.co.uk,0117 922 6586,"bottega@sancarlo.co.uk,grancafe@sancarlo.co.uk,piccadillycicchetti@sancarlo.co.uk,bookings@signorsassi.co.uk",51.454401,-2.594085,No,Yes,Italian restaurant,4.3,529 reviews,,260+ Photos,https://lh5.googleusercontent.com/p/AF1QipMtA2jeFuNQH_OkQP9o-mSfsAdjYZvUDWH7b8zo=w408-h306-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,"https://www.google.com/maps/place/San+Carlo/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e782303a63d:0xe88a85005f443e07!8m2!3d51.454401!4d-2.594085?hl=en",San Carlo51.454401-2.594085
bs2,69,FOGG'S,"Avon St, Bristol BS2 0PS",,Avon St,Bristol,BS2 0PS,FC2C+QC Bristol,restaurants.accorhotels.com,0117 319 9001,,51.4519663,-2.5789473,No,Yes,Restaurant,,,,,//geo0.ggpht.com/cbk?panoid=L6rhrHV3Ps5TkeT9ULU0SQ&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=200&yaw=47.474133&pitch=0&thumbfov=100,,"11:30am–2:30pm, 6:30–10pm","11:30am–2:30pm, 6:30–10pm","11:30am–2:30pm, 6:30–10pm","11:30am–2:30pm, 6:30–10pm","11:30am–2:30pm, 6:30–10pm","11:30am–2:30pm, 6:30–10pm","11:30am–2:30pm, 6:30–10pm","https://www.google.com/maps/place/FOGG'S/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e643ebdd4d1:0xd3f0a89b4242adc2!8m2!3d51.4519663!4d-2.5789473?hl=en",FOGG'S51.4519663-2.5789473
bs2,68,The Thali Restaurant Montpelier,"12 York Rd, Bristol BS6 5QE",,12 York Rd,Bristol,BS6 5QE,FC86+GW Bristol,thethalirestaurant.co.uk,0117 942 6687,"office@thethalirestaurant.co.uk,amy@thethalirestaurant.co.uk,press@thethalirestaurant.co.uk",51.4663318,-2.5876504,No,Yes,Indian restaurant,4.4,190 reviews,,27 Photos,https://lh5.googleusercontent.com/p/AF1QipPaqp1XSwc4-vBpKyuJrhc3aENn4oub0tYH-dVD=w408-h725-k-no,,5–10pm,5–10pm,5–10pm,5–10pm,5–10pm,12–10pm,12–10pm,"https://www.google.com/maps/place/The+Thali+Restaurant+Montpelier/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e0d26fcbf79:0xff6eb22780960687!8m2!3d51.4663318!4d-2.5876504?hl=en",The Thali Restaurant Montpelier51.4663318-2.5876504
bs2,66,TGI Fridays,"The Cabot Circus, Gloucester St, Bristol BS1 3BD",The Cabot Circus,Gloucester St,Bristol,BS1 3BD,FC57+HM Bristol,tgifridays.co.uk,0344 692 8915,,51.4589573,-2.585842,No,Yes,American restaurant,3.9,312 reviews,,130+ Photos,https://lh5.googleusercontent.com/p/AF1QipPyC-GaoMgX9_RUotWu0yW29Pf1pN4pbUVdHFlr=w408-h229-k-no,,11:30am–10:30pm,11:30am–10:30pm,11:30am–10:30pm,11:30am–10:30pm,11:30am–11pm,11am–12am,11am–10pm,"https://www.google.com/maps/place/TGI+Fridays/@51.4561479,-2.5811698,15z/data=!3m1!5s0x48718e71ac14a4e5:0xd1063be34f02750b!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718db86dd61b61:0x5444ee8068481e8a!8m2!3d51.4589573!4d-2.585842?hl=en",TGI Fridays51.4589573-2.585842
bs2,65,Fueld.,"1, 2 Glass Wharf, Bristol BS2 0PS",1,2 Glass Wharf,Bristol,BS2 0PS,FC2C+M3 Bristol,fueld.co.uk,0117 325 8086,hello@fueld.co.uk,51.4516782,-2.5797516,No,Yes,Health food restaurant,4.8,16 reviews,,23 Photos,https://lh5.googleusercontent.com/p/AF1QipP3VBiweU02EnS3G6DzPFbHS7T6INh25PLFOj7z=w408-h306-k-no,,6am–7pm,6am–7pm,6am–7pm,6am–7pm,6am–7pm,8am–2pm,Closed,"https://www.google.com/maps/place/Fueld./@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e645bd48303:0xa27f63125f1d9d51!8m2!3d51.4516782!4d-2.5797516?hl=en",Fueld.51.4516782-2.5797516
bs2,63,Beefeater Bristol Fashion,"The Haymarket, Bristol BS1 3LR",,The Haymarket,Bristol,BS1 3LR,FC55+H8 Bristol,beefeater.co.uk,0117 929 8953,,51.4588986,-2.5916275,No,Yes,Steak house,3.5,491 reviews,,88+ Photos,https://lh5.googleusercontent.com/p/AF1QipMBM3u1A0Yh_nw9xEXRZjFrrGhqzOOXKZHQmZ-H=w408-h306-k-no,,6:30am–11pm,6:30am–11pm,6:30am–11pm,6:30am–11pm,6:30am–11pm,7am–11pm,7am–10:30pm,"https://www.google.com/maps/place/Beefeater+Bristol+Fashion/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e7694e9c313:0x781af047e7f09e7a!8m2!3d51.4588986!4d-2.5916275?hl=en",Beefeater Bristol Fashion51.4588986-2.5916275
bs2,62,Novotel Restaurant,"Victoria St, Bristol BS1 6HY",,Victoria St,Bristol,BS1 6HY,FC27+9F Bristol,restaurants.accorhotels.com,0117 976 9988,,51.4509159,-2.5863576,No,Yes,Restaurant,,,,2 Photos,//geo1.ggpht.com/cbk?panoid=g_9DhP6W6PE7z-90Fzd03Q&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=200&yaw=55.742805&pitch=0&thumbfov=100,,5–10pm,5–10pm,5–10pm,5–10pm,5–10pm,5–10pm,5–10pm,"https://www.google.com/maps/place/Novotel+Restaurant/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e7b9ea2bca1:0x5a1b483948a4da86!8m2!3d51.4509159!4d-2.5863576?hl=en",Novotel Restaurant51.4509159-2.5863576
bs2,61,Yo! Sushi - Bristol Cabot Circus,"Cabot Cir Glass Walk, 76, Bristol BS1 3BQ",Cabot Cir Glass Walk,76,Bristol,BS1 3BQ,FC57+8W Bristol,yosushi.com,0117 321 3161,"press@yosushi.com,feedback@yosushi.com,marketing@yosushi.com,werner@yosushi.com,Hoiyan@yosushi.com,dpo@yosushi.com",51.4583565,-2.5851472,No,Yes,Sushi restaurant,3.7,326 reviews,,62+ Photos,https://lh5.googleusercontent.com/p/AF1QipNivx_9SsSPXSQR3DaF8Xm0sqfe3RG9PeHG12qM=w408-h544-k-no,,11:30am–10pm,11:30am–10pm,11:30am–10pm,11:30am–10pm,11:30am–10pm,11:30am–10pm,11:30am–10pm,"https://www.google.com/maps/place/Yo!+Sushi+-+Bristol+Cabot+Circus/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48719168aa0a4d97:0x7b14ade74193ce0c!8m2!3d51.4583565!4d-2.5851472?hl=en",Yo! Sushi - Bristol Cabot Circus51.4583565-2.5851472
bs2,59,Chophouse Restaurant and Bar,"Bond St, Bristol BS1 3EN",,Bond St,Bristol,BS1 3EN,FC58+6F Bristol,futureinns.co.uk,0117 304 1020,reception.cardiff@futureinns.co.uk,51.458037,-2.5837852,No,Yes,Restaurant,3.7,13 reviews,,9 Photos,https://lh5.googleusercontent.com/p/AF1QipNfeNzIIPEov0w_K8oz6vVkSUWxpwbD2FBXrsfG=w408-h272-k-no,,6:30am–10pm,6:30am–10pm,6:30am–10pm,6:30am–10pm,6:30am–10pm,7:30am–10pm,7:30am–9pm,"https://www.google.com/maps/place/Chophouse+Restaurant+and+Bar/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e7176b410b5:0xf8368932280fb2aa!8m2!3d51.458037!4d-2.5837852?hl=en",Chophouse Restaurant and Bar51.458037-2.5837852
bs2,58,Luc's Chinese Takeaway,"21 Midland Rd, Bristol BS2 0JT",,21 Midland Rd,Bristol,BS2 0JT,FC4C+97 Bristol,lucschinese.co.uk,0117 955 7691,"casework@ico.org.uk,privacy@orderyoyo.com",51.455997,-2.579315,No,Yes,Chinese Takeaway,4.4,67 reviews,,2 Photos,https://lh5.googleusercontent.com/p/AF1QipOyInio4-RlGcxIRPuOEYWqmsUYVC8oEKdHrMS_=w408-h565-k-no,,Closed,Closed,5:30–11pm,5:30–11pm,5:30–11pm,5:30–11pm,5:30–11pm,"https://www.google.com/maps/place/Luc's+Chinese+Takeaway/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e6f68d45757:0xcbbd8e1e4a7a1c2c!8m2!3d51.455997!4d-2.579315?hl=en",Luc's Chinese Takeaway51.455997-2.579315
bs2,57,The Spot Kitchen & Bar,"Holiday Inn Bristol City Centre, Bond St, Bristol BS1 3LE",Holiday Inn Bristol City Centre,Bond St,Bristol,BS1 3LE,FC56+X4 Bristol,spotkitchen.co.uk,0117 924 5000,,51.459942,-2.589719,No,Yes,Restaurant,4.3,4 reviews,,17 Photos,https://lh5.googleusercontent.com/p/AF1QipMhvvA95Ldoeko6qFyuh7WP0f6QELkkbtumxFGn=w408-h270-k-no,,6am–10pm,6am–10pm,6am–10pm,6am–10pm,6am–10pm,7am–10pm,7am–10pm,"https://www.google.com/maps/place/The+Spot+Kitchen+%26+Bar/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dd82aec3851:0x145a592e65eeea45!8m2!3d51.459942!4d-2.589719?hl=en",The Spot Kitchen & Bar51.459942-2.589719
bs2,56,Waamo cafe and restaurant,"200 Lawrence Hill, Bristol BS5 0DR",,200 Lawrence Hill,Bristol,BS5 0DR,FC5M+4W Bristol,,0117 908 7068,,51.4578648,-2.5651826,No,Yes,Health food restaurant,4.6,58 reviews,,6 Photos,https://lh5.googleusercontent.com/p/AF1QipPBKi3vxaOvBhIavXC3lorAw8USdKa3TE8lLwUO=w408-h306-k-no,,9am–12am,9am–12am,9am–12am,9am–12am,9am–12am,9am–12am,9am–12am,"https://www.google.com/maps/place/Waamo+cafe+and+restaurant/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e437fd282bd:0xc940c498ff8c17a8!8m2!3d51.4578648!4d-2.5651826?hl=en",Waamo cafe and restaurant51.4578648-2.5651826
