unique_key,gmap_category,Name,Full_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Lat,Lng,Virtual_Tour,Claimed,Category,Rating,Reviews,Amenities,Photos,Main_Image_URL,Sub_Title,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,URL
Shaftesbury Park51.4983029-2.5279418,bars clubs,Shaftesbury Park,"Frenchay Park Road Winterbourne, Winterbourne, Bristol BS16 1LG",Winterbourne,Bristol,BS16 1LG,FFXC+8R Bristol,shaftesburypark.com,0117 957 5585,"info@shaftesburypark.com,nar7q6qddrdiug9omeai2q71mk@group.calendar.google.com",51.4983029,-2.5279418,No,Yes,Events Venue,4.7,68 reviews,,44 Photos,https://lh5.googleusercontent.com/p/AF1QipOQNEmeZLfLUby-7OzgC3PW7DQN_PyDGC4hf9bN=w408-h272-k-no,,8am–11pm,8am–11pm,8am–11pm,8am–11pm,8am–6pm,8am–11pm,8:30am–1:30pm,"https://www.google.com/maps/place/Shaftesbury+Park/@51.4971647,-2.6399008,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x48719022cd3a866f:0xaf338797d55293fd!8m2!3d51.4983029!4d-2.5279418?hl=en"
Downend Cricket Club51.4867893-2.5054182,bars clubs,Downend Cricket Club,"W G Grace Memorial Ground, Downend Rd, Bristol BS16 5UF",Downend Rd,Bristol,BS16 5UF,FFPV+PR Bristol,downendchess.com,0117 956 0164,"michaelmeadows86@hotmail.com,michaelbrigden@virginmedia.com,rich.liver@sky.com,grant.daly@talktalk.net,john.paines@cegedim.com,geoffgammon@yahoo.co.uk",51.4867893,-2.5054182,No,No,Cricket club,4.4,5 reviews,,,//geo2.ggpht.com/cbk?panoid=OrJtZgmIBii2Sv4-ixlGKQ&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=200&yaw=182.12766&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/Downend+Cricket+Club/@51.4971647,-2.6399008,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x48718fed5256ce3f:0xe456902c5970addf!8m2!3d51.4867893!4d-2.5054182?hl=en"
Shortwood Lodge Golf Club51.4752753-2.4696794,bars clubs,Shortwood Lodge Golf Club,"Carsons Road, Mangotsfield, Bristol BS16 9LW",Mangotsfield,Bristol,BS16 9LW,"FGGJ+44 Pucklechurch, Bristol",shortwoodlodge.co.uk,0117 956 5501,"shortwoodlodgegolf@outlook.com,nfo@shortwoodlodge.com",51.4752753,-2.4696794,Yes,No,Golf club,4.1,54 reviews,,84+ Photos,https://lh5.googleusercontent.com/p/AF1QipMG0XR6mRsNOpUy9gZOVhr-uD5dpJFJnrtj_d9U=w408-h306-k-no,,,,,,,,,"https://www.google.com/maps/place/Shortwood+Lodge+Golf+Club/@51.4971647,-2.6399008,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x48718539165a52b7:0xad335bcc50f00f2a!8m2!3d51.4752753!4d-2.4696794?hl=en"
The Dark Horse51.3810916-2.3632819,bars clubs,The Dark Horse,"7A Kingsmead Square, Bath BA1 2AB",7A Kingsmead Square,Bath,BA1 2AB,9JJP+CM Bath,darkhorsebar.co.uk,01225 282477,info@darkhorsebar.co.uk,51.3810916,-2.3632819,No,Yes,Cocktail bar,4.7,268 reviews,,150+ Photos,https://lh5.googleusercontent.com/p/AF1QipMRQ6wDDmy-Q7uyDv07WP4s4T1aRsa46fwFIwDa=w408-h204-k-no,,5:30pm–12:30am,5:30pm–12:30am,5:30pm–12:30am,5:30pm–12:30am,5:30pm–2am,4pm–2am,5:30–11:30pm,"https://www.google.com/maps/place/The+Dark+Horse/@51.3810916,-2.4333197,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x487181141e57b149:0x85af5e82344b28ad!8m2!3d51.3810916!4d-2.3632819?hl=en"
New Inn51.3828034-2.3655647,bars clubs,New Inn,"23-24 Monmouth Pl, Bath BA1 2AY",23-24 Monmouth Pl,Bath,BA1 2AY,9JMM+4Q Bath,newinnbath.co.uk,01225 442944,,51.3828034,-2.3655647,Yes,No,Pub,4.2,179 reviews,,100+ Photos,https://lh5.googleusercontent.com/p/AF1QipNVvbpf70ESIpPsZuui-vAKMyhc7JPnm0q8Sqd5=w408-h272-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–12am,11am–12am,11am–11pm,"https://www.google.com/maps/place/New+Inn/@51.3828034,-2.4356025,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x48718115affb1dc1:0x738716f320281590!8m2!3d51.3828034!4d-2.3655647?hl=en"
Willy Wicket51.5045447-2.4897233,bars clubs,Willy Wicket,"Emersons Green, Bristol BS36 1DP",Emersons Green,Bristol,BS36 1DP,"GG36+R4 Emersons Green, Bristol",vintageinn.co.uk,0117 956 7308,,51.5045447,-2.4897233,No,No,Pub,3.5,4 reviews,,,//geo0.ggpht.com/cbk?panoid=xym7KpFTtPRCyDoKKEfxEA&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=200&yaw=68.11199&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/Willy+Wicket/@51.4971647,-2.6399008,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x48719aa35679d439:0xa20dcd2dc7ae9252!8m2!3d51.5045447!4d-2.4897233?hl=en"
Spirit Health Club51.5048977-2.536579,bars clubs,Spirit Health Club,"4 Filton Rd, Hambrook, Bristol BS16 1QL",Hambrook,Bristol,BS16 1QL,"GF37+X9 Winterbourne, Bristol",spirithealthclubs.co.uk,0117 970 1462,"Spirit@HInnAylesbury.com,spirit.brentwood@hibrentwood.co.uk,spirit@hibristolfilton.co.uk,spirit@hicambridge.co.uk,spirit@hicoventry.com,spirit@hieastleigh.com,spirit@hi-edinburgh.co.uk,spirit@hifareham.com,spirit@higloucester.com,spirit@higuildford.co.uk,spirit@cpheathrow.co.uk,Spirit@HIHemelHempstead.com,spirit@cpleeds.com,spirit@hisutton.co.uk,spirit@himaidenhead.co.uk,spirit@himaidstone.com,spirit@himiltonkeynes.co.uk,spirit@hireadingsouth.com,spirit@hisouthampton.com,spirit@hiwembley.co.uk",51.5048977,-2.536579,No,No,Fitness centre,4.1,9 reviews,,5 Photos,https://lh5.googleusercontent.com/p/AF1QipMrq5g1Za8ZDF_EoZbpLX5idbSCjL1MrJbdhg8s=w408-h839-k-no,,6am–10pm,6am–10pm,6am–10pm,6am–10pm,6am–10pm,7am–9pm,7am–9pm,"https://www.google.com/maps/place/Spirit+Health+Club/@51.5048977,-2.6066168,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x4871903761590445:0x78d16c1187459b87!8m2!3d51.5048977!4d-2.536579?hl=en"
Saint James Wine Vaults51.388289-2.367835,bars clubs,Saint James Wine Vaults,"10 St James's St, Bath BA1 2TW",10 St James's St,Bath,BA1 2TW,9JQJ+8V Bath,stjameswinevaults.co.uk,01225 310335,stjameswv@hotmail.co.uk,51.388289,-2.367835,No,Yes,Pub,4.5,156 reviews,,18 Photos,https://lh5.googleusercontent.com/p/AF1QipMSXJrbCdBd_uWZjpqldpwE3G21vu_E21z8nRNW=w408-h229-k-no,,3pm–12am,3pm–12am,3pm–12am,3pm–12am,2pm–1am,2pm–1am,2–10:30pm,"https://www.google.com/maps/place/Saint+James+Wine+Vaults/@51.4971647,-2.6399008,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x4871816a892ce00b:0x3b7fdd85c155c4a3!8m2!3d51.388289!4d-2.367835?hl=en"
Belushi's Bath51.383579-2.360091,bars clubs,Belushi's Bath,"9 Green St, Bath BA1 2JY",9 Green St,Bath,BA1 2JY,9JMQ+CX Bath,belushis.com,01225 481444,"camden@belushis.com,greenwich@bedsandbars.com,hammersmith@belushis.com,londonbridge@st-christophers.co.uk,shepherdsbush@belushis.com,bath@belushis.com,edinburgh@@belushis.com,newquay@belushis.com,amsterdam@belushis.com,barcelona@belushis.com,berlin@belushis.com,canal@belushis.com,paris@belushis.com,londonbridge@belushis.com,edinburgh@belushis.com,gdn@belushis.com",51.383579,-2.360091,No,Yes,Bar,3.9,314 reviews,,125+ Photos,https://lh5.googleusercontent.com/p/AF1QipONbtn89-oL2KPsPQKovMidEb0C4l8kxK6Yzcgf=w408-h272-k-no,,10am–2am,10am–2am,10am–2am,10am–2am,10am–2am,10am–2am,10am–2am,"https://www.google.com/maps/place/Belushi's+Bath/@51.383579,-2.4301288,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x48718113a0dae5a3:0x1b66626f0e58b60d!8m2!3d51.383579!4d-2.360091?hl=en"
The Bell Inn51.3875402-2.3593082,bars clubs,The Bell Inn,"103 Walcot St, Bath BA1 5BW",103 Walcot St,Bath,BA1 5BW,9JQR+27 Bath,thebellinnbath.co.uk,01225 460426,,51.3875402,-2.3593082,No,Yes,Pub,4.5,537 reviews,,516+ Photos,https://lh5.googleusercontent.com/p/AF1QipNDrzCE625YW5-S7Ov-pVhLLU9c9hKF0eBUR65b=w408-h272-k-no,,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–12am,11:30am–12am,12–10:30pm,"https://www.google.com/maps/place/The+Bell+Inn/@51.3875402,-2.429346,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x4871816d1ff15815:0x5e2f4b35f27b8d8c!8m2!3d51.3875402!4d-2.3593082?hl=en"
The Cork51.3805686-2.3623521,bars clubs,The Cork,"11-12 Westgate Buildings, Bath BA1 1EB",11-12 Westgate Buildings,Bath,BA1 1EB,9JJQ+63 Bath,thecork.co.uk,01225 333582,,51.3805686,-2.3623521,Yes,Yes,Pub,4,630 reviews,,131+ Photos,https://lh5.googleusercontent.com/p/AF1QipNIVwdLtz5MLkyfUyI-cuRi0Vn-66jeuhAeXpmc=w408-h271-k-no,,12pm–12am,12pm–12am,12pm–12am,12pm–12am,12pm–1am,12pm–1am,12–11pm,"https://www.google.com/maps/place/The+Cork/@51.4971647,-2.6399008,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x48718116af65520f:0x625fe6cf48e67ed!8m2!3d51.3805686!4d-2.3623521?hl=en"
Moles51.3847429-2.363142,bars clubs,Moles,"14 George St, Bath BA1 2EN",14 George St,Bath,BA1 2EN,9JMP+VP Bath,moles.co.uk,01225 437537,"info@moles.co.uk,manager@moles.co.uk,office@moles.co.uk",51.3847429,-2.363142,No,No,Live music venue,4.1,296 reviews,,29 Photos,https://lh5.googleusercontent.com/p/AF1QipNy5aMHIjlVz3MUSSUSpeUcyYGFMGpkh78z64Xx=w408-h725-k-no,,7:30pm–3:30am,7:30pm–3:30am,7:30pm–3:30am,7:30pm–3:30am,7:30pm–3:30am,7:30pm–3:30am,7:30pm–3:30am,"https://www.google.com/maps/place/Moles/@51.3847429,-2.4331798,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x48718114987d5071:0x3ae9a205279e8f19!8m2!3d51.3847429!4d-2.363142?hl=en"
W.G. Grace Memorial Ground51.4867893-2.5054182,bars clubs,W.G. Grace Memorial Ground,"W.G. Grace Memorial Ground, Downend Rd, Bristol BS16 5UE",Downend Rd,Bristol,BS16 5UE,FFPV+PR Bristol,downendcricket.co.uk,0117 956 0164,"michaeldaltrey@aol.com,steve@sbbuildingservices.net,downendcricketmembership@gmail.com",51.4867893,-2.5054182,Yes,No,Events Venue,3.9,47 reviews,,21 Photos,https://lh5.googleusercontent.com/p/AF1QipM11k1cS0FbWUgTyYMjLyljkQwlALlWKrzSM57y=w408-h306-k-no,,,,,,,,,"https://www.google.com/maps/place/W.G.+Grace+Memorial+Ground/@51.4971647,-2.6399008,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x48718ffe720b42e7:0x9cf5e0758d03aaae!8m2!3d51.4867893!4d-2.5054182?hl=en"
Revolution Bath51.3848445-2.3609289,bars clubs,Revolution Bath,"1 George St, Bath BA1 2EB",1 George St,Bath,BA1 2EB,9JMQ+WJ Bath,revolution-bars.co.uk,01225 336168,,51.3848445,-2.3609289,No,Yes,Cocktail bar,3.7,361 reviews,,86+ Photos,https://lh5.googleusercontent.com/p/AF1QipPfA5TQQm4_DhT4IHGUI4S4D3dBbucBLTEJ85VB=w408-h544-k-no,,12pm–12am,12pm–12am,12pm–12am,12pm–12am,12pm–2am,12pm–2am,12pm–1am,"https://www.google.com/maps/place/Revolution+Bath/@51.3848445,-2.4309667,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x48718113683d8819:0x5c118c2362a88229!8m2!3d51.3848445!4d-2.3609289?hl=en"
Circo Bar51.3848841-2.3624584,bars clubs,Circo Bar,"16 George St, Bath BA1 2EN",16 George St,Bath,BA1 2EN,9JMQ+X2 Bath,circobar.co.uk,01225 585100,info@circobar.co.uk,51.3848841,-2.3624584,Yes,Yes,Cocktail bar,4.2,116 reviews,,164+ Photos,https://lh5.googleusercontent.com/p/AF1QipOnGJMR6HhCX0KxcF1BmdcUJI7uHRg5Q9BEVp04=w408-h272-k-no,,Closed,7pm–3am,7pm–3am,7pm–3am,5pm–2am,5pm–3am,Closed,"https://www.google.com/maps/place/Circo+Bar/@51.3848841,-2.4324962,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x4871811498b0ae41:0xecd0ad2ebd20fa00!8m2!3d51.3848841!4d-2.3624584?hl=en"
Pomphrey Hill Pavilion51.4804134-2.4780825,bars clubs,Pomphrey Hill Pavilion,"Emersons Green, Bristol BS16 9NF",Emersons Green,Bristol,BS16 9NF,"FGJC+5Q Emersons Green, Bristol",pomphreyhill.co.uk,0117 956 3340,info@pomphreyhill.co.uk,51.4804134,-2.4780825,No,Yes,Function room facility,4.3,90 reviews,,124+ Photos,https://lh5.googleusercontent.com/p/AF1QipNJp5vD0pXLpwyhNBXaUhw__sPrcfbO_3c3lVFI=w408-h408-k-no,,,,,,,,,"https://www.google.com/maps/place/Pomphrey+Hill+Pavilion/@51.4971647,-2.6399008,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x48718549ad8c9065:0xe3bb074b19b5ba6c!8m2!3d51.4804134!4d-2.4780825?hl=en"
Cosy Club51.3786225-2.3580798,bars clubs,Cosy Club,"Unit R4, Southgate Pl, Bath BA1 1AP",Southgate Pl,Bath,BA1 1AP,9JHR+CQ Bath,cosyclub.co.uk,01225 464161,"bathbookings@cosyclub.co.uk,birminghambookings@cosyclub.co.uk,bournemouthbookings@cosyclub.co.uk,bristolbookings@cosyclub.co.uk,cardiffbookings@cosyclub.co.uk,cardiffbaybookings@cosyclub.co.uk,cheltenhambookings@cosyclub.co.uk,coventrybookings@cosyclub.co.uk,derbybookings@cosyclub.co.uk,exeterbookings@cosyclub.co.uk,guildfordbookings@cosyclub.co.uk,herefordbookings@cosyclub.co.uk,ipswichbookings@cosyclub.co.uk,leedsbookings@cosyclub.co.uk,leicesterbookings@cosyclub.co.uk,lincolnbookings@cosyclub.co.uk,liverpoolbookings@cosyclub.co.uk,manchesterbookings@cosyclub.co.uk,norwichbookings@cosyclub.co.uk,portsmouthbookings@cosyclub.co.uk,salisburybookings@cosyclub.co.uk,stamfordbookings@cosyclub.co.uk,tauntonbookings@cosyclub.co.uk,worcesterbookings@cosyclub.co.uk,yorkbookings@cosyclub.co.uk",51.3786225,-2.3580798,No,Yes,Modern British restaurant,4.1,575 reviews,,178+ Photos,https://lh5.googleusercontent.com/p/AF1QipPnqU6UQY0b87yEVe0xmkEZL3m3TvJpFd2bQ8Xq=w408-h271-k-no,,9am–11pm,9am–11pm,9am–11pm,9am–12:30am,9am–12:30am,9am–12:30am,9am–11pm,"https://www.google.com/maps/place/Cosy+Club/@51.3786225,-2.4281176,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x48718113de1ad781:0x678b27022a088d1c!8m2!3d51.3786225!4d-2.3580798?hl=en"
Wetherspoon51.5394864-2.4136946,bars clubs,Wetherspoon,"11–17 South Parade Yate, Yate, Bristol BS37 4BB",Yate,Bristol,BS37 4BB,"GHQP+QG Yate, Bristol",jdwetherspoon.com,01454 272500,,51.5394864,-2.4136946,No,No,Bar,4.1,198 reviews,,4 Photos,https://lh5.googleusercontent.com/p/AF1QipPKfJ0Tz-pb4sF4xVXkFyF0J9nPFtzfuiQBKiKK=w408-h725-k-no,,8am–12am,8am–12am,8am–12am,8am–12am,8am–12am,8am–12am,8am–12am,"https://www.google.com/maps/place/Wetherspoon/@51.4971647,-2.6399008,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x48719b8433480971:0x7ad793ee54aead66!8m2!3d51.5394864!4d-2.4136946?hl=en"
The Oldbury Court Inn51.4877191-2.5200903,bars clubs,The Oldbury Court Inn,"Gill Ave, Bristol BS16 2PY",Gill Ave,Bristol,BS16 2PY,FFQH+3X Bristol,,0117 329 4458,,51.4877191,-2.5200903,No,No,Pub,4,3 reviews,,,//geo0.ggpht.com/cbk?panoid=9M7qKw7TTtvaOsKYEhAODA&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=200&yaw=325.84348&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/The+Oldbury+Court+Inn/@51.4971647,-2.6399008,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x48718fe04f8568f3:0x8090361144bda171!8m2!3d51.4877191!4d-2.5200903?hl=en"
Mezze at the Green Dragon51.490201-2.5025059,bars clubs,Mezze at the Green Dragon,"44 Badminton Rd, Bristol BS16 6BS",44 Badminton Rd,Bristol,BS16 6BS,FFRW+3X Bristol,mezzerestaurants.com,0117 914 1101,"dursley@mezzerestaurants.com,downend@mezzerestaurants.com",51.490201,-2.5025059,No,No,Pub,4.3,230 reviews,,39 Photos,https://lh5.googleusercontent.com/p/AF1QipNwIdOpKnCruB48J3fSr8OTJcXbemihu3AjIWE-=w408-h544-k-no,,,,,,,,,"https://www.google.com/maps/place/Mezze+at+the+Green+Dragon/@51.490201,-2.5200154,14z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x48719000e5f91811:0x181a2046a860070a!8m2!3d51.490201!4d-2.5025059?hl=en"
The Trident51.500417-2.4920844,bars clubs,The Trident,"Badminton Rd, Emersons Green, Bristol BS16 6NY",Emersons Green,Bristol,BS16 6NY,"GG25+55 Emersons Green, Bristol",,0117 956 5123,,51.500417,-2.4920844,No,No,Pub,3.9,36 reviews,,11 Photos,https://lh5.googleusercontent.com/p/AF1QipO2gfd9go215waWDhNhmXbQDJYjKZUo36DcZFHP=w408-h229-k-no,,8am–2pm,8am–2pm,8am–2pm,8am–2pm,8am–2pm,8am–1pm,Closed,"https://www.google.com/maps/place/The+Trident/@51.500417,-2.5095939,14z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x48719a92c37f87d7:0xa12f00976abe3700!8m2!3d51.500417!4d-2.4920844?hl=en"
The Grapevine Brasserie51.4828-2.485684,bars clubs,The Grapevine Brasserie,"St James Pl, Bristol BS16 9JB",St James Pl,Bristol,BS16 9JB,FGM7+4P Bristol,grapevinebrasserie.co.uk,0117 957 0614,info@grapevinebrasserie.co.uk,51.4828,-2.485684,No,Yes,Brasserie,4.6,153 reviews,,38 Photos,https://lh5.googleusercontent.com/p/AF1QipPbEydfT_zltLFYY1suKNeDymk3A1FzVZk7SJtp=w408-h306-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,9am–11pm,12–11pm,"https://www.google.com/maps/place/The+Grapevine+Brasserie/@51.4828,-2.5031935,14z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x4871854e797a6935:0xcb6221301096ccf5!8m2!3d51.4828!4d-2.485684?hl=en"
The Wooden Walls Micropub51.480981-2.505409,bars clubs,The Wooden Walls Micropub,"30 Broad St, Bristol BS16 5NU",30 Broad St,Bristol,BS16 5NU,FFJV+9R Bristol,facebook.com,07448 936034,,51.480981,-2.505409,No,Yes,Pub,4.6,59 reviews,,39 Photos,https://lh5.googleusercontent.com/p/AF1QipPlOprruKn3gxovuo3-jzJ5EU-QEultlnXJmkpM=w408-h544-k-no,,5–9:45pm,3–9:45pm,3–10:30pm,3–10:30pm,3–10:30pm,12–10:45pm,2–9:45pm,"https://www.google.com/maps/place/The+Wooden+Walls+Micropub/@51.480981,-2.5229185,14z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x48718ff97c949e03:0xb144a4c540e2ead!8m2!3d51.480981!4d-2.505409?hl=en"
The Ratepayers Arms51.5070373-2.5744278,bars clubs,The Ratepayers Arms,"Filton Sport & Leisure Centre, Elm Park Road, Filton, Bristol BS34 7PS",Filton,Bristol,BS34 7PS,"GC4G+R6 Filton, Bristol",filtonleisurecentre.co.uk,01454 866697,"reception@filtontowncouncil.gov.uk,sam.scanlan@filtontowncouncil.gov.uk,swimming@filtontowncouncil.gov.uk,scott.fessey@filtontowncouncil.gov.uk",51.5070373,-2.5744278,No,No,Pub,3.5,35 reviews,,6 Photos,https://lh5.googleusercontent.com/p/AF1QipOS3B1kwl_0AfkoTk36zey7GKE6GIHijfBXardf=w408-h229-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,12pm–10:30am,"https://www.google.com/maps/place/The+Ratepayers+Arms/@51.4971041,-2.5873704,14z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x487191cb29b70313:0x9e4af2e8a66c11d8!8m2!3d51.5070373!4d-2.5744278?hl=en"
Golden Lion51.4777172-2.5357356,bars clubs,Golden Lion,"Fishponds Rd, Bristol BS16 3BA",Fishponds Rd,Bristol,BS16 3BA,FFH7+3P Bristol,,07774 342977,,51.4777172,-2.5357356,No,Yes,Bar,3.9,8 reviews,,,//geo2.ggpht.com/cbk?panoid=01qW5gDcIkdQk30exct-Kw&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=200&yaw=155.10468&pitch=0&thumbfov=100,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–12am,10am–12am,10am–10:30pm,"https://www.google.com/maps/place/Golden+Lion/@51.4971647,-2.6399008,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x48718fdaa598a37f:0x90e2483ac6663808!8m2!3d51.4777172!4d-2.5357356?hl=en"
Star Inn51.4874176-2.4307439,bars clubs,Star Inn,"37 Castle Rd, Bristol BS16 9RF",37 Castle Rd,Bristol,BS16 9RF,"FHP9+XP Pucklechurch, Bristol",business.site,0117 937 2576,,51.4874176,-2.4307439,No,Yes,Pub,4.2,53 reviews,,14 Photos,https://lh5.googleusercontent.com/p/AF1QipNUvEmG79cEAYJ7sWOI8K3JUOCVHT4oVLas8MG3=w408-h229-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12pm–12am,12pm–12am,12–11pm,"https://www.google.com/maps/place/Star+Inn/@51.4971647,-2.6399008,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x487184cb66463365:0x3e099aa782068857!8m2!3d51.4874176!4d-2.4307439?hl=en"
Fleur De Lys Pucklechurch51.486048-2.434511,bars clubs,Fleur De Lys Pucklechurch,"12 Shortwood Rd, Bristol BS16 9RA",12 Shortwood Rd,Bristol,BS16 9RA,"FHP8+C5 Pucklechurch, Bristol",facebook.com,0117 937 3272,,51.486048,-2.434511,No,Yes,Pub,3.9,83 reviews,,37 Photos,https://lh5.googleusercontent.com/p/AF1QipPN0X1WjXs2Qp1hbm6zeEv9lBbEn73bnNFmtwY6=w408-h306-k-no,,12–10pm,12–10pm,12–10pm,12–10pm,12pm–12am,12pm–12am,12am–9pm,"https://www.google.com/maps/place/Fleur+De+Lys+Pucklechurch/@51.4971647,-2.6399008,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x487184cc47e921f1:0x8ec266d6a4dd266b!8m2!3d51.486048!4d-2.434511?hl=en"
The Foresters51.4870129-2.5023112,bars clubs,The Foresters,"20 Salisbury Rd, Bristol BS16 5RB",20 Salisbury Rd,Bristol,BS16 5RB,FFPX+R3 Bristol,foresters.com,0117 330 0675,service@foresters.co.uk,51.4870129,-2.5023112,No,No,Pub,4.1,42 reviews,,7 Photos,https://lh5.googleusercontent.com/p/AF1QipP7scGLx6xdSTZEtDa4nChC79oL8Xy3e49TSMBo=w408-h725-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–12am,Closed,11am–11pm,"https://www.google.com/maps/place/The+Foresters/@51.4971647,-2.6399008,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x48718fffb865c617:0x18614790696767e6!8m2!3d51.4870129!4d-2.5023112?hl=en"
The Star51.4763368-2.5397844,bars clubs,The Star,"539 Fishponds Rd, Bristol BS16 3AF",539 Fishponds Rd,Bristol,BS16 3AF,FFG6+G3 Bristol,,0117 965 4297,,51.4763368,-2.5397844,No,No,Pub,4.6,271 reviews,,42 Photos,https://lh5.googleusercontent.com/p/AF1QipMOkgD6c5Duv7RprhGl-tAVHGmAS1iTlNU3N31r=w408-h306-k-no,,2pm–12am,2pm–12am,2pm–12am,2pm–12am,2pm–12am,11am–12am,12–11pm,"https://www.google.com/maps/place/The+Star/@51.4971647,-2.6399008,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x48718fcfd3c3e195:0x8703a0c9ffd3f055!8m2!3d51.4763368!4d-2.5397844?hl=en"
Snuffy Jack’s Ale House (Micropub)51.4812373-2.527982,bars clubs,Snuffy Jack’s Ale House (Micropub),"800 Fishponds Rd, Bristol BS16 3TE",800 Fishponds Rd,Bristol,BS16 3TE,FFJC+FR Bristol,facebook.com,,,51.4812373,-2.527982,No,Yes,Pub,4.6,169 reviews,,69+ Photos,https://lh5.googleusercontent.com/p/AF1QipOfB3JLiZ9BRuQisi6XX7ZhFAOvi13hxobnvhzU=w408-h478-k-no,,5–10pm,5–10pm,5–10pm,5–10pm,5–10pm,12–11pm,12–4:30pm,"https://www.google.com/maps/place/Snuffy+Jack%E2%80%99s+Ale+House+(Micropub)/@51.4971647,-2.6399008,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x48718fdc3841b1af:0x20867868cc0c9f84!8m2!3d51.4812373!4d-2.527982?hl=en"
Old Post Office Bristol51.4806636-2.5285562,bars clubs,Old Post Office Bristol,"786 Fishponds Rd, Bristol BS16 3TT",786 Fishponds Rd,Bristol,BS16 3TT,FFJC+7H Bristol,greatukpubs.co.uk,0117 965 5730,lambandlion.bath@stonegatepubs.com,51.4806636,-2.5285562,No,Yes,Pub,3.8,437 reviews,,130+ Photos,https://lh5.googleusercontent.com/p/AF1QipNSQH4VxGBEBELvS4eHJ-xj6zKwTn3qTgy1wg1h=w408-h306-k-no,,10am–11pm,10am–11pm,10am–11pm,10am–11pm,10am–12am,10am–12am,10am–10:30pm,"https://www.google.com/maps/place/Old+Post+Office+Bristol/@51.4971647,-2.6399008,12z/data=!4m8!1m2!2m1!1sbs16+bars+clubs!3m4!1s0x48718fdc424e1271:0xfaf46d603b015816!8m2!3d51.4806636!4d-2.5285562?hl=en"
